WORD COUNT,WORD,TRANSLITERATION,TRANSLATION
1,откарано,otkarano,
1,Изпълненият,Izpalneniyat,
1,работил,rabotil,
1,молитвите…,molitvite…,
1,отдалечени,otdalecheni,
1,отраснал,otrasnal,
1,помазал,pomazal,
1,благовестявам,blagovestyavam,
1,проглеждане,proglezhdane,
1,благоприятната,blagopriyatnata,
1,зададения,zadadeniya,
1,шансовете,shansovete,
1,излекува,izlekuva,
1,отрезвяващ,otrezvyavasht,
1,участваше,uchastvashe,
1,Лекарите,Lekarite,
1,консултирахме,konsultirahme,
1,ограничат,ogranichat,
1,постеше,posteshe,
1,Норм,Norm,
1,лекарят,lekaryat,
1,чакалнята,chakalnyata,
1,разпространил,razprostranil,
1,видяното,vidyanoto,
1,нетърпелив,netarpeliv,
1,процедурата,protsedurata,
1,тъжната,tazhnata,
1,Продължихме,Prodalzhihme,
1,хирургът,hirurgat,
1,ароматна,aromatna,
1,подправка,podpravka,
1,мехлем,mehlem,
1,лекуване,lekuvane,
1,растящ,rastyasht,
1,старозаветни,starozavetni,
1,мехлемът,mehlemat,
1,балсамът,balsamat,
1,литературата,literaturata,
1,изобразителното,izobrazitelnoto,
1,Разчуло,Razchulo,
1,Събралите,Sabralite,
1,Четирима,Chetirima,
1,парализа,paraliza,
1,носили,nosili,
1,доведохме,dovedohme,
1,изцелих,iztselih,
1,прогледнат,proglednat,
1,глухите,gluhite,
1,проходят,prohodyat,
1,по-важния,po-vazhniya,
1,Погрешно,Pogreshno,
1,действала,deystvala,
1,по-зрял,po-zryal,
1,наблягах,nablyagah,
1,продуктивен,produktiven,
1,Доведохме,Dovedohme,
1,по-значим,po-znachim,
1,6-а,6-a,
1,риби,ribi,
1,Чел,Chel,
1,пропусках,propuskah,
1,остатъците,ostatatsite,
1,напълват,napalvat,
1,коша,kosha,
1,Чудил,Chudil,
1,поуките,poukite,
1,Изкупващата,Izkupvashtata,
1,Балсама,Balsama,
1,3–4,3–4,
1,счупва,schupva,
1,показалците,pokazaltsite,
1,Изкачва,Izkachva,
1,16:23–31,16:23–31,
1,посветил,posvetil,
1,поучение,pouchenie,
1,преоткриваме,preotkrivame,
1,2:3,2:3,
1,by,by,
1,Scriptural,Scriptural,
1,Guidance,Guidance,
1,Liahona,Liahona,
1,ян,yan,
1,2001,2001,
1,84:44,84:44,
1,Наслаждаването,Naslazhdavaneto,
1,жадуване,zhaduvane,
1,4:19,4:19,
1,седемгодишен,sedemgodishen,
1,библейската,bibleyskata,
1,разказвам,razkazvam,
1,ранява,ranyava,
1,филистимеца,filistimetsa,
1,прашка,prashka,
1,Обясних,Obyasnih,
1,слушаше,slushashe,
1,преподавахме,prepodavahme,
1,отвеждаха,otvezhdaha,
1,променяха,promenyaha,
1,16:13,16:13,
1,14:26,14:26,
1,18:34–36,18:34–36,
1,функцията,funktsiyata,
1,превръщане,prevrashtane,
1,Здравейте,Zdraveyte,
1,Hey,Hey,
1,Sure,Sure,
1,Мразя,Mrazya,
1,Hate,Hate,
1,Should,Should,
1,погрешен,pogreshen,
1,добронамерено,dobronamereno,
1,възкресява,vazkresyava,
1,Покаянието…,Pokayanieto…,
1,зареждаме,zarezhdame,
1,спирането,spiraneto,
1,бензиностанция,benzinostantsiya,
1,зареждат,zarezhdat,
1,резервоара,rezervoara,
1,изкушили,izkushili,
1,Хейфън,Heyfan,
1,безпогрешност,bezpogreshnost,
1,отклонявал,otklonyaval,
1,съжалението,sazhalenieto,
1,ставала,stavala,
1,остро,ostro,
1,критикувал,kritikuval,
1,недостоен,nedostoen,
1,Прецених,Pretsenih,
1,Издържах,Izdarzhah,
1,депресиращ,depresirasht,
1,идвам,idvam,
1,Писна,Pisna,
1,криеш,kriesh,
1,лъжеш,lazhesh,
1,убедиш,ubedish,
1,проблемът,problemat,
1,продължаваш,prodalzhavash,
1,напреднал,naprednal,
1,свежда,svezhda,
1,обръщах,obrashtah,
1,Благодат,Blagodat,
1,отделях,otdelyah,
1,мразя,mrazya,
1,своеволно,svoevolno,
1,постановяват,postanovyavat,
1,въздържание,vazdarzhanie,
1,счетен,scheten,
1,постепенния,postepenniya,
1,надгражда,nadgrazhda,
1,поробения,porobeniya,
1,Лимхий,Limhiy,
1,Включването,Vklyuchvaneto,
1,СOVID-19,SOVID-19,
1,карантинните,karantinnite,
1,затрудни,zatrudni,
1,Най-вече,Nay-veche,
1,64:34,64:34,
1,Морони,Moroni,
1,Даваната,Davanata,
1,Даваното,Davanoto,
1,Из,Iz,
1,рецитират,retsitirat,
1,Ценя,Tsenya,
1,покайвам,pokayvam,
1,усъвършенствам,usavarshenstvam,
1,достижими,dostizhimi,
1,коити,koiti,
1,Тарс,Tars,
1,преследвал,presledval,
1,подражатели,podrazhateli,
1,11:1,11:1,
1,съобразяваме,saobrazyavame,
1,Изучавах,Izuchavah,
1,развивам,razvivam,
1,4:2,4:2,
1,смирявал,smiryaval,
1,19:23,19:23,
1,Облечете,Oblechete,
1,противи,protivi,
1,111,111,
1,12-годишния,12-godishniya,
1,забелязвам,zabelyazvam,
1,слушаха,slushaha,
1,2:46,2:46,
1,случваха,sluchvaha,
1,бандити,banditi,
1,хладни,hladni,
1,пречеха,precheha,
1,пътниците,patnitsite,
1,Петима,Petima,
1,пътуваха,patuvaha,
1,прехвърляне,prehvarlyane,
1,колебаехме,kolebaehme,
1,зонови,zonovi,
1,Изготвих,Izgotvih,
1,стигаме,stigame,
1,излагайте,izlagayte,
1,1:7,1:7,
1,окуражи,okurazhi,
1,128:22,128:22,
1,убита,ubita,
1,Joseph,Joseph,
1,Smith,Smith,
1,Translation,Translation,
1,John,John,
1,коледно,koledno,
1,Коледно,Koledno,
1,дек,dek,
1,Четвъртото,Chetvartoto,
1,Усещайки,Useshtayki,
1,докрай,dokray,
1,Степента,Stepenta,
1,Blessings,Blessings,
1,Sacrifice,Sacrifice,
1,плащаме,plashtame,
1,по-смели,po-smeli,
1,по-прощаващи,po-proshtavashti,
1,определящ,opredelyasht,
1,последвалия,posledvaliya,
1,добавих,dobavih,
1,възникването,vaznikvaneto,
1,вакуума,vakuuma,
1,обясних,obyasnih,
1,помълча,pomalcha,
1,добродушно,dobrodushno,
1,Хванахте,Hvanahte,
1,сприятелих,spriyatelih,
1,Лагос,Lagos,
1,Запознахме,Zapoznahme,
1,проверяваше,proveryavashe,
1,паспорта,pasporta,
1,жизнен,zhiznen,
1,Обърнах,Obarnah,
1,усмихнат,usmihnat,
1,Радостно,Radostno,
1,приятелят,priyatelyat,
1,опрощавани,oproshtavani,
1,възстановявани,vazstanovyavani,
1,лъчезарна,lachezarna,
1,Онитша,Onitsha,
1,Щастлива,Shtastliva,
1,споделящия,spodelyashtiya,
1,слушащия,slushashtiya,
1,оживотворяващата,ozhivotvoryavashtata,
1,видяхте,vidyahte,
1,заповядах…,zapovyadah…,
1,пипнете,pipnete,
1,Тифани,Tifani,
1,Майлоун,Mayloun,
1,възобновила,vazobnovila,
1,целебна,tselebna,
1,Подкрепяща,Podkrepyashta,
1,Защита,Zashtita,
1,Изцеление,Iztselenie,
1,по-достъпна,po-dostapna,
1,будист,budist,
1,разказвало,razkazvalo,
1,2000-та,2000-ta,
1,2010-та,2010-ta,
1,507,507,
1,непринудени,neprinudeni,
1,известяват,izvestyavat,
1,наскърбените,naskarbenite,
1,чудотворното,chudotvornoto,
1,Търсих,Tarsih,
1,Най-сърдечната,Nay-sardechnata,
1,Полученият,Polucheniyat,
1,започналия,zapochnaliya,
1,полученият,polucheniyat,
1,отчетлив,otchetliv,
1,подчиня,podchinya,
1,чукате,chukate,
1,погинете,poginete,
1,съблюдавате,sablyudavate,
1,Излез,Izlez,
1,цепеше,tsepeshe,
1,хълмовете,halmovete,
1,сломяваше,slomyavashe,
1,донесла,donesla,
1,смекчаващото,smekchavashtoto,
1,по-вкоренено,po-vkoreneno,
1,разпознаят,razpoznayat,
1,даряват,daryavat,
1,Казаното,Kazanoto,
1,Човешкият,Choveshkiyat,
1,Беди,Bedi,
1,надвисват,nadvisvat,
1,застрашително,zastrashitelno,
1,напразна,naprazna,
1,помръдната,pomradnata,
1,Събрали,Sabrali,
1,най-сърдечно,nay-sardechno,
1,искреността,iskrenostta,
1,Института,Instituta,
1,биологична,biologichna,
1,кибернетика,kibernetika,
1,изпробвали,izprobvali,
1,завели,zaveli,
1,гора,gora,
1,Участниците,Uchastnitsite,
1,справили,spravili,
1,заключили,zaklyuchili,
1,вървене,varvene,
1,запитани,zapitani,
1,самоуверено,samouvereno,
1,твърдели,tvardeli,
1,данните,dannite,
1,GPS,GPS,
1,вървели,varveli,
1,полукръгове,polukragove,
1,достигащи,dostigashti,
1,изказват,izkazvat,
1,предположението,predpolozhenieto,
1,изтъкват,iztakvat,
1,затрудняваме,zatrudnyavame,
1,заход,zahod,
1,писта,pista,
1,Вятър,Vyatar,
1,неравности,neravnosti,
1,реглаж,reglazh,
1,ходовата,hodovata,
1,шофьори,shofyori,
1,набелязания,nabelyazaniya,
1,вгорчи,vgorchi,
1,физическия,fizicheskiya,
1,Важи,Vazhi,
1,преполагали,prepolagali,
1,Съдии,Sadii,
1,познаваше,poznavashe,
1,избавления,izbavleniya,
1,отпадане,otpadane,
1,навика,navika,
1,лутаме,lutame,
1,лутащите,lutashtite,
1,всекидневната,vsekidnevnata,
1,разглеждайки,razglezhdayki,
1,сверяване,sveryavane,
1,коригираме,korigirame,
1,пилигрими,piligrimi,
1,отпаднем,otpadnem,
1,прогонва,progonva,
1,неизказуемия,neizkazuemiya,
1,задоволяваме,zadovolyavame,
1,преливане,prelivane,
1,освежителни,osvezhitelni,
1,Времена,Vremena,
1,Движещите,Dvizheshtite,
1,приключило,priklyuchilo,
1,Започвате,Zapochvate,
1,свършите,svarshite,
1,успявате,uspyavate,
1,тухли,tuhli,
1,семенца,sementsa,
1,внушителни,vnushitelni,
1,секвои,sekvoi,
1,оползотворените,opolzotvorenite,
1,градивните,gradivnite,
1,частици,chastitsi,
1,изживяния,izzhivyaniya,
1,изкупителния,izkupitelniya,
1,издигам,izdigam,
1,Издигаме,Izdigame,
1,всепрощаващ,vseproshtavasht,
1,Върховната,Varhovnata,
1,ориентираме,orientirame,
1,Описаната,Opisanata,
1,Завършва,Zavarshva,
1,поверим,poverim,
1,улесни,ulesni,
1,кръстосан,krastosan,
1,разпит,razpit,
1,Подобен,Podoben,
1,съдията,sadiyata,
1,съдебните,sadebnite,
1,заседатели,zasedateli,
1,противоположното,protivopolozhnoto,
1,благонадеждни,blagonadezhdni,
1,задаването,zadavaneto,
1,редактирана,redaktirana,
1,вписва,vpisva,
1,пораждащи,porazhdashti,
1,струващи,struvashti,
1,разказвани,razkazvani,
1,Красивите,Krasivite,
1,опълчи,opalchi,
1,гиганта,giganta,
1,замислил,zamislil,
1,лъвове,lavove,
1,мечки,mechki,
1,надграждал,nadgrazhdal,
1,подвизи,podvizi,
1,изградил,izgradil,
1,отърва,otarva,
1,мечка,mechka,
1,отърве,otarve,
1,филистимец,filistimets,
1,Вслушвайки,Vslushvayki,
1,Възвишеният,Vazvisheniyat,
1,перо,pero,
1,шедьовър,shedyovar,
1,самосъхранение,samosahranenie,
1,упражнила,uprazhnila,
1,отдала,otdala,
1,Аман,Aman,
1,заговора,zagovora,
1,писал,pisal,
1,явял,yavyal,
1,повикан,povikan,
1,подлаган,podlagan,
1,момичетата,momichetata,
1,удобния,udobniya,
1,сюжет,syuzhet,
1,Получавайте,Poluchavayte,
1,бездетна,bezdetna,
1,осиновят,osinovyat,
1,пенсиониране,pensionirane,
1,по-късни,po-kasni,
1,най-целесъобразно,nay-tselesaobrazno,
1,питания,pitaniya,
1,удобен,udoben,
1,Напишете,Napishete,
1,Разказвайте,Razkazvayte,
1,сърдечно-съдов,sardechno-sadov,
1,натоварването,natovarvaneto,
1,тестът,testat,
1,откритите,otkritite,
1,разработени,razraboteni,
1,болногледачи,bolnogledachi,
1,Уязвими,Uyazvimi,
1,Резултатите,Rezultatite,
1,вас…,vas…,
1,нездравословни,nezdravoslovni,
1,засягаме,zasyagame,
1,бледнеят,bledneyat,
1,Резултатът,Rezultatat,
1,пораждат,porazhdat,
1,цветния,tsvetniya,
1,калейдоскоп,kaleydoskop,
1,преразгледаме,prerazgledame,
1,съгласиш,saglasish,
1,По-добрият,Po-dobriyat,
1,намалявам,namalyavam,
1,загрижена,zagrizhena,
1,неразбирателствата,nerazbiratelstvata,
1,Тревожим,Trevozhim,
1,оспорване,osporvane,
1,предполагаме,predpolagame,
1,предоставяше,predostavyashe,
1,услуги,uslugi,
1,отстояваха,otstoyavaha,
1,ядосва,yadosva,
1,ответната,otvetnata,
1,отнесете,otnesete,
1,довеждало,dovezhdalo,
1,бивши,bivshi,
1,2006,2006,
1,почета,pocheta,
1,мечтаели,mechtaeli,
1,Естония,Estoniya,
1,Литва,Litva,
1,Беларус,Belarus,
1,отварянето,otvaryaneto,
1,характерната,harakternata,
1,наизуст,naizust,
1,епичните,epichnite,
1,поеми,poemi,
1,войните,voynite,
1,включващ,vklyuchvasht,
1,Председателят,Predsedatelyat,
1,Свен,Sven,
1,Еклънд,Ekland,
1,финландци-светии,finlandtsi-svetii,
1,отложили,otlozhili,
1,Нюншуондър,Nyunshuondar,
1,Тежката,Tezhkata,
1,източен,iztochen,
1,съсед…,sased…,
1,разплака,razplaka,
1,финландец-стоик,finlandets-stoik,
1,прогони,progoni,
1,неразделна,nerazdelna,
1,средната,srednata,
1,разделяше,razdelyashe,
1,враждата,vrazhdata,
1,Кралство,Kralstvo,
1,родина,rodina,
1,затворените,zatvorenite,
1,стряскайте,stryaskayte,
1,посивели,posiveli,
1,фоайето,foayeto,
1,раздаващ,razdavasht,
1,Прилежно,Prilezhno,
1,доближих,doblizhih,
1,подадох,podadoh,
1,подноса,podnosa,
1,чашка,chashka,
1,Бе,Be,
1,последователен,posledovatelen,
1,Добавя,Dobavya,
1,растителен,rastitelen,
1,въведе,vavede,
1,новосформираната,novosformiranata,
1,започващо,zapochvashto,
1,създаде…,sazdade…,
1,седмия,sedmiya,
1,Последователният,Posledovatelniyat,
1,сътворена,satvorena,
1,Ваи,Vai,
1,отслужиш,otsluzhish,
1,24.0,24.0,
1,продължиш,prodalzhish,
1,развиваш,razvivash,
1,получиш,poluchish,
1,по-труден,po-truden,
1,непоследователен,neposledovatelen,
1,последователния,posledovatelniya,
1,Създадох,Sazdadoh,
1,поучителна,pouchitelna,
1,явявания,yavyavaniya,
1,последователният,posledovatelniyat,
1,Дошли,Doshli,
1,пораснало,porasnalo,
1,зряло,zryalo,
1,вкусен,vkusen,
1,32:28–43,32:28–43,
1,Поуката,Poukata,
1,осигурявате,osiguryavate,
1,подхранвате,podhranvate,
1,пониква,ponikva,
1,Храни,Hrani,
1,аксиоми,aksiomi,
1,Ръкополагането,Rakopolaganeto,
1,ръкополагания,rakopolaganiya,
1,Биваме,Bivame,
1,Взе,Vze,
1,пролива,proliva,
1,прощаване,proshtavane,
1,26:26–28,26:26–28,
1,безредие,bezredie,
1,132:8,132:8,
1,усърден,usarden,
1,заслужи,zasluzhi,
1,4:27,4:27,
1,начертал,nachertal,
1,изтребление,iztreblenie,
1,издадена,izdadena,
1,губернатора,gubernatora,
1,жестокото,zhestokoto,
1,неправедното,nepravednoto,
1,Престоят,Prestoyat,
1,страда…,strada…,
1,незаконно,nezakonno,
1,подтисничество,podtisnichestvo,
1,Стоейки,Stoeyki,
1,Скъпоценните,Skapotsennite,
1,най-ценените,nay-tsenenite,
1,Княз,Knyaz,
1,Очакваме,Ochakvame,
1,хармонията,harmoniyata,
1,преобладават,preobladavat,
1,Бомбардирани,Bombardirani,
1,гневен,gneven,
1,заядлив,zayadliv,
1,провокативни,provokativni,
1,гарантиран,garantiran,
1,донеса,donesa,
1,Повсеместният,Povsemestniyat,
1,първоначалното,parvonachalnoto,
1,постиган,postigan,
1,покваряват,pokvaryavat,
1,Ник,Nik,
1,Дей,Dey,
1,признае,priznae,
1,изложен,izlozhen,
1,галатяните,galatyanite,
1,себеобуздание,sebeobuzdanie,
1,дотяга,dotyaga,
1,неправедност,nepravednost,
1,равнината,ravninata,
1,напоявана,napoyavana,
1,плодородната,plodorodnata,
1,равнина,ravnina,
1,Мамврий,Mamvriy,
1,жертвеник,zhertvenik,
1,Содом,Sodom,
1,Урокът,Urokat,
1,повеления,poveleniya,
1,Мирът,Mirat,
1,Свобода,Svoboda,
1,контрола,kontrola,
1,укрепено,ukrepeno,
1,подкрепяното,podkrepyanoto,
1,неправедността,nepravednostta,
1,вание,vanie,
1,издържали,izdarzhali,
1,проверих,proverih,
1,химнът,himnat,
1,Видео,Video,
1,строителната,stroitelnata,
1,намиращо,namirashto,
1,Градината,Gradinata,
1,оглеждам,oglezhdam,
1,изработката,izrabotkata,
1,ерозията,eroziyata,
1,пукнатините,puknatinite,
1,оригиналните,originalnite,
1,здравината,zdravinata,
1,зидарията,zidariyata,
1,виждайки,vizhdayki,
1,експерти,eksperti,
1,устойчиви,ustoychivi,
1,корозия,koroziya,
1,Предприетата,Predprietata,
1,пестим,pestim,
1,предоставим,predostavim,
1,по-уязвим,po-uyazvim,
1,неимоверни,neimoverni,
1,полагани,polagani,
1,Невижданите,Nevizhdanite,
1,задаващите,zadavashtite,
1,невижданите,nevizhdanite,
1,характерните,harakternite,
1,вслушвал,vslushval,
1,заповядвано,zapovyadvano,
1,Стандартните,Standartnite,
1,наблягало,nablyagalo,
1,Пълнотата,Palnotata,
1,мъченичество,machenichestvo,
1,допълвали,dopalvali,
1,Редът,Redat,
1,поемеш,poemesh,
1,организираш,organizirash,
1,систематизираш,sistematizirash,
1,заел,zael,
1,територията,teritoriyata,
1,долните,dolnite,
1,етажи,etazhi,
1,спешността,speshnostta,
1,грохотът,grohotat,
1,гръмотевици,gramotevitsi,
1,подлежат,podlezhat,
1,методите,metodite,
1,пиеха,pieha,
1,еднократна,ednokratna,
1,Процедурата,Protsedurata,
1,Крайната,Kraynata,
1,езиковите,ezikovite,
1,процедурни,protsedurni,
1,посещавайте,poseshtavayte,
1,Мечтата,Mechtata,
1,договор,dogovor,
1,довел,dovel,
1,изчаквате,izchakvate,
1,въоръжите,vaorazhite,
1,ремонтът,remontat,
1,по-безопасно,po-bezopasno,
1,най-безопасното,nay-bezopasnoto,
1,построите,postroite,
1,Свободни,Svobodni,
1,детински,detinski,
1,Наблюдателната,Nablyudatelnata,
1,изслуша,izslusha,
1,бягството,byagstvoto,
1,нарушено,narusheno,
1,гите,gite,
1,завръщаме,zavrashtame,
1,подкопано,podkopano,
1,разрушено,razrusheno,
1,Брачен,Brachen,
1,изневери,izneveri,
1,разболее,razbolee,
1,натъкнем,nataknem,
1,скрила,skrila,
1,неизменни,neizmenni,
1,променливи,promenlivi,
1,нарушените,narushenite,
1,съкрушават,sakrushavat,
1,простиш,prostish,
1,затворник,zatvornik,
1,яслата,yaslata,
1,неангажиран,neangazhiran,
1,сдържан,sdarzhan,
1,ледени,ledeni,
1,прекъсват,prekasvat,
1,електрозахранването,elektrozahranvaneto,
1,рафтове,raftove,
1,магазините,magazinite,
1,леденостудени,ledenostudeni,
1,блъснат,blasnat,
1,самосъжалява,samosazhalyava,
1,интензивното,intenzivnoto,
1,тревожи,trevozhi,
1,променяща,promenyashta,
1,Укрепен,Ukrepen,
1,проявим,proyavim,
1,Вечер,Vecher,
1,пренощува,prenoshtuva,
1,Товара,Tovara,
1,отдай,otday,
1,егоистичен,egoistichen,
1,проницателни,pronitsatelni,
1,незлобливи,nezloblivi,
1,гълъбите,galabite,
1,най-съкрушени,nay-sakrusheni,
1,каещи,kaeshti,
1,най-готови,nay-gotovi,
1,неправда,nepravda,
1,Осъждането,Osazhdaneto,
1,освобождаващо,osvobozhdavashto,
1,скрили,skrili,
1,деянията,deyaniyata,
1,минималното,minimalnoto,
1,по-състрадателни,po-sastradatelni,
1,неподправени,nepodpraveni,
1,приятелю,priyatelyu,
1,потърсете,potarsete,
1,Председателстващо,Predsedatelstvashto,
1,подпомагани,podpomagani,
1,Изпълнителния,Izpalnitelniya,
1,началния,nachalniya,
1,кризата,krizata,
1,спад,spad,
1,паричните,parichnite,
1,затрудненията,zatrudneniyata,
1,отреагира,otreagira,
1,Хуманитарния,Humanitarniya,
1,облекчаване,oblekchavane,
1,преобразувани,preobrazuvani,
1,животоподдържащи,zhivotopoddarzhashti,
1,оито,oito,
1,Огромната,Ogromnata,
1,икономическата,ikonomicheskata,
1,разселени,razseleni,
1,Добавете,Dobavete,
1,подтисничеството,podtisnichestvoto,
1,бегла,begla,
1,протягали,protyagali,
1,обличат,oblichat,
1,забележителните,zabelezhitelnite,
1,sacrifice,sacrifice,
1,по-тясно,po-tyasno,
1,латинските,latinskite,
1,sacer,sacer,
1,facere,facere,
1,означавала,oznachavala,
1,Погледнато,Poglednato,
1,жертването,zhertvaneto,
1,милос,milos,
1,ърдие,ardie,
1,познаване,poznavane,
1,ползва,polzva,
1,Издълбани,Izdalbani,
1,олтарите,oltarite,
1,положим,polozhim,
1,позволявайки,pozvolyavayki,
1,признавани,priznavani,
1,щедрото,shtedroto,
1,потребността,potrebnostta,
1,признанието,priznanieto,
1,най-чистосърдечния,nay-chistosardechniya,
1,изпълване,izpalvane,
1,саможертвата,samozhertvata,
1,великодушие,velikodushie,
1,Хуманитарната,Humanitarnata,
1,колективния,kolektivniya,
1,Стив,Stiv,
1,Анита,Anita,
1,преобразяващите,preobrazyavashtite,
1,бежански,bezhanski,
1,интериорен,interioren,
1,работила,rabotila,
1,заможни,zamozhni,
1,клиенти,klienti,
1,естетичността,estetichnostta,
1,луксозни,luksozni,
1,противоположен,protivopolozhen,
1,мраморни,mramorni,
1,алеи,alei,
1,подове,podove,
1,работехме,rabotehme,
1,облик,oblik,
1,придобивки,pridobivki,
1,най-скромните,nay-skromnite,
1,обогатиха,obogatiha,
1,вникна,vnikna,
1,бързайки,barzayki,
1,склона,sklona,
1,надалеч,nadalech,
1,зеленина,zelenina,
1,обогатяван,obogatyavan,
1,раздай,razday,
1,Нещичко,Neshtichko,
1,по-зелен,po-zelen,
1,междувременно,mezhduvremenno,
1,жетвите,zhetvite,
1,Изпитвах,Izpitvah,
1,лъчетерапията,lacheterapiyata,
1,страничните,stranichnite,
1,медикаментите,medikamentite,
1,Преживях,Prezhivyah,
1,Медицинските,Meditsinskite,
1,Физическото,Fizicheskoto,
1,остаряване,ostaryavane,
1,малтретиране,maltretirane,
1,актове,aktove,
1,Емоционалното,Emotsionalnoto,
1,възникне,vaznikne,
1,предателство,predatelstvo,
1,служебни,sluzhebni,
1,несправедлива,nespravedliva,
1,неосъществени,neosashtestveni,
1,неповторимото,nepovtorimoto,
1,омаломощаващо,omalomoshtavashto,
1,извлечени,izvlecheni,
1,чий,chiy,
1,изявят,izyavyat,
1,греховното,grehovnoto,
1,придвижват,pridvizhvat,
1,Очистих,Ochistih,
1,пещта,peshtta,
1,затънали,zatanali,
1,Спомни,Spomni,
1,диагностицирали,diagnostitsirali,
1,изплача,izplacha,
1,изходът,izhodat,
1,Опасявам,Opasyavam,
1,възползвате,vazpolzvate,
1,обвързвате,obvarzvate,
1,встъпва,vstapva,
1,забранено,zabraneno,
1,Фауст,Faust,
1,Благославяни,Blagoslavyani,
1,Посетих,Posetih,
1,загубила,zagubila,
1,редовната,redovnata,
1,въоръжили,vaorazhili,
1,дневната,dnevnata,
1,Нормално,Normalno,
1,плачете,plachete,
1,усмихната,usmihnata,
1,Срещнах,Sreshtnah,
1,средна,sredna,
1,броени,broeni,
1,редовен,redoven,
1,получател,poluchatel,
1,националните,natsionalnite,
1,прицел,pritsel,
1,колоездачните,koloezdachnite,
1,среди,sredi,
1,Затънали,Zatanali,
1,посредственост,posredstvenost,
1,медала,medala,
1,по-незабележителни,po-nezabelezhitelni,
1,колоездачно,koloezdachno,
1,3-седмичната,3-sedmichnata,
1,британски,britanski,
1,състезател,sastezatel,
1,побеждавал,pobezhdaval,
1,производители,proizvoditeli,
1,отказвали,otkazvali,
1,опасението,opasenieto,
1,опетнило,opetnilo,
1,изградената,izgradenata,
1,репутация,reputatsiya,
1,инвестирани,investirani,
1,технически,tehnicheski,
1,нововъведения,novovavedeniya,
1,изпробването,izprobvaneto,
1,най-актуални,nay-aktualni,
1,режими,rezhimi,
1,Нищичко,Nishtichko,
1,незабележима,nezabelezhima,
1,драматични,dramatichni,
1,резки,rezki,
1,залага,zalaga,
1,измерване,izmervane,
1,изказаната,izkazanata,
1,благоразумно,blagorazumno,
1,широка,shiroka,
1,по-цялостна,po-tsyalostna,
1,късогледото,kasogledoto,
1,концентриране,kontsentrirane,
1,очевидния,ochevidniya,
1,разбиете,razbiete,
1,подобрите,podobrite,
1,припокрива,pripokriva,
1,горчив,gorchiv,
1,лутането,lutaneto,
1,драматичните,dramatichnite,
1,възприемем,vazpriemem,
1,преборим,preborim,
1,широкообхватно,shirokoobhvatno,
1,пренебрегвали,prenebregvali,
1,препускаме,prepuskame,
1,531,531,
1,натрупването,natrupvaneto,
1,най-досадните,nay-dosadnite,
1,подходът,podhodat,
1,хапки,hapki,
1,Утвърденият,Utvardeniyat,
1,Клиър,Kliar,
1,накланя,naklanya,
1,везните,veznite,
1,сложната,slozhnata,
1,лихва,lihva,
1,самоусъвършенстването,samousavarshenstvaneto,
1,година…,godina…,
1,материи,materii,
1,тренировъчни,trenirovachni,
1,храненето,hraneneto,
1,поддръжката,poddrazhkata,
1,велосипедите,velosipedite,
1,микро,mikro,
1,смайващи,smayvashti,
1,настройки,nastroyki,
1,подплатим,podplatim,
1,синапеното,sinapenoto,
1,Атила,Atila,
1,владетеля,vladetelya,
1,хуните,hunite,
1,Тереза,Tereza,
1,претоварени,pretovareni,
1,праволинейно,pravolineyno,
1,най-решителните,nay-reshitelnite,
1,изстискваме,izstiskvame,
1,повдигне,povdigne,
1,въвлечени,vavlecheni,
1,недвусмислен,nedvusmislen,
1,увеличаващи,uvelichavashti,
1,единични,edinichni,
1,изблици,izblitsi,
1,минималистичен,minimalistichen,
1,въртенето,varteneto,
1,Британски,Britanski,
1,печелили,pechelili,
1,невероятните,neveroyatnite,
1,олимпиади,olimpiadi,
1,най-успешната,nay-uspeshnata,
1,колоездачни,koloezdachni,
1,дисциплини,distsiplini,
1,завършилите,zavarshilite,
1,Обединеното,Obedinenoto,
1,кралство,kralstvo,
1,медали,medali,
1,колоезденето,koloezdeneto,
1,светското,svetskoto,
1,победително,pobeditelno,
1,венеца,venetsa,
1,повяхва,povyahva,
1,радващ,radvasht,
1,неугасващо,neugasvashto,
1,сияние,siyanie,
1,преразгледате,prerazgledate,
1,сладката,sladkata,
1,непобедимия,nepobedimiya,
1,великан,velikan,
1,наклонности,naklonnosti,
1,грандиозните,grandioznite,
1,вложили,vlozhili,
1,южното,yuzhnoto,
1,крайбрежие,kraybrezhie,
1,оставящи,ostavyashti,
1,рядкост,ryadkost,
1,Отправяме,Otpravyame,
1,урагана,uragana,
1,Харви,Harvi,
1,изля,izlya,
1,рекордното,rekordnoto,
1,валежи,valezhi,
1,см,sm,
1,Образуването,Obrazuvaneto,
1,океанската,okeanskata,
1,27°C,27°C,
1,въздушните,vazdushnite,
1,океанска,okeanska,
1,изпарения,izpareniya,
1,втечняват,vtechnyavat,
1,формират,formirat,
1,спирала,spirala,
1,Ураганите,Uraganite,
1,колосални,kolosalni,
1,честота,chestota,
1,надвиснат,nadvisnat,
1,обуславят,obuslavyat,
1,взаимодействащите,vzaimodeystvashtite,
1,Формулата,Formulata,
1,Съмнението,Samnenieto,
1,образуването,obrazuvaneto,
1,въздействано,vazdeystvano,
1,въвлича,vavlicha,
1,подхранвана,podhranvana,
1,вкоравява,vkoravyava,
1,Подхранваната,Podhranvanata,
1,по-лежерни,po-lezherni,
1,горещ,goresht,
