WORD COUNT,WORD,TRANSLITERATION,LEMMA,TRANSLATION
1,Тате,Tate,тате,
1,съгреших,sagreshih,съгреших,
1,наричам,naricham,наричам,
1,твой,tvoy,твой,
1,наемниците,naemnitsite,наемниците,
1,смили,smili,смили,
1,завтече,zavteche,завтече,
1,хвърли,hvarli,хвърля,
1,целуваше,tseluvashe,целувам,
1,Фактът,Faktat,факт,
1,изтичва,iztichva,изтичва,
1,значителен,znachitelen,значителен,
1,наранен,naranen,нараня,
1,засегнат,zasegnat,засегнат,
1,постъпката,postapkata,постъпка,
1,засрамен,zasramen,засрамя,
1,изчаква,izchakva,изчаква,
1,извини,izvini,извиня,
1,размишлявала,razmishlyavala,размишлявала,
1,общоприета,obshtoprieta,общоприета,
1,Прошката,Proshkata,прошка,
1,Изисква,Iziskva,изисквам,
1,Тук,Tuk,тук,
1,значимостта,znachimostta,значимост,
1,блудния,bludniya,блудния,
1,най-благородните,nay-blagorodnite,благороден,
1,даващата,davashtata,давам,
1,Деянията,Deyaniyata,деянията,
1,куц,kuts,куц,
1,слагаха,slagaha,слагам,
1,наречените,narechenite,нарека,
1,Красиви,Krasivi,красив,
1,влизаха,vlizaha,влизам,
1,Куцият,Kutsiyat,куцият,
1,години8,godini8,години8,
1,просене,prosene,просене,
1,разчитал,razchital,разчитал,
1,щедростта,shtedrostta,щедрост,
1,щяха,shtyaha,ща,
1,влязат,vlyazat,вляза,
1,попроси,poprosi,попроси,
1,взря,vzrya,взра,
1,Погледни,Pogledni,погледна,
1,гледаше,gledashe,гледам,
1,очакваше,ochakvashe,очаквам,
1,Сребро,Srebro,сребро,
1,Назарянина,Nazaryanina,назарянина,
1,дясната,dyasnata,десен,
1,глезените,glezenite,глезените,
1,добиха,dobiha,добиха,
1,скочи,skochi,скоча,
1,изправи,izpravi,изправя,
1,проходи,prohodi,проходи,
1,ходеше,hodeshe,ходя,
1,скачаше,skachashe,скачам,
1,славеше,slaveshe,славеше,
1,куция,kutsiya,куция,
1,входа,vhoda,вход,
1,търпеливо,tarpelivo,търпеливо,
1,щи,shti,щи,
1,полираме,polirame,полираме,
1,опознаем,opoznaem,опозная,
1,духовното,duhovnoto,духовен,
1,постоянство,postoyanstvo,постоянство,
1,Прекарах,Prekarah,прекарах,
1,часове,chasove,час,
1,онкологичен,onkologichen,онкологичен,
1,лечебен,lecheben,лечебен,
1,център,tsentar,център,
1,обединена,obedinena,обединен,
1,страданието,stradanieto,страдание,
1,копнееха,kopneeha,копнееха,
1,оцеляха,otselyaha,оцелея,
1,Разбрах,Razbrah,разбера,
1,прозорлив,prozorliv,прозорлив,
1,избавяни,izbavyani,избавяни,
1,Избавител,Izbavitel,избавител,
1,наблягаме,nablyagame,наблягаме,
1,точния,tochniya,точен,
1,искали,iskali,искам,
1,поправено,popraveno,поправено,
1,излекувано,izlekuvano,излекувано,
1,настройваме,nastroyvame,настройваме,
1,обгръща,obgrashta,обгръщам,
1,91,91,91,
1,изцелителната,iztselitelnata,изцелителен,
1,ставате,stavate,ставам,
1,Възкресеният,Vazkreseniyat,възкресеният,
1,кръщавайте,krashtavayte,кръщавайте,
1,вдъхновили,vdahnovili,вдъхновили,
1,посвещават,posveshtavat,посвещавам,
1,присърце,prisartse,присърце,
1,Членове,Chlenove,член,
1,ранната,rannata,ранната,
1,най-новите,nay-novite,нов,
1,най-опитните,nay-opitnite,опитен,
1,срещат,sreshtat,срещам,
1,Решителността,Reshitelnostta,решителността,
1,новоустановена,novoustanovena,новоустановена,
1,Църква2,Tsarkva2,църква2,
1,1830,1830,1830,
1,отделя,otdelya,отделя,
1,Самуел,Samuel,самуел,
1,Христос3,Hristos3,христос3,
1,"1,5","1,5","1,5",
1,пътували,patuvali,пътувам,
1,учейки,ucheyki,уча,
1,кръщавайки,krashtavayki,кръщавайки,
1,Възстановеното,Vazstanovenoto,възстановеното,
1,сърдечно,sardechno,сърдечен,
1,най-възрастните,nay-vazrastnite,най-възрастен,
1,жадуваме,zhaduvame,жадуваме,
1,народите,narodite,народите,
1,усетили,usetili,усетили,
1,вдъхваща,vdahvashta,вдъхваща,
1,подготвяте,podgotvyate,подготвяте,
1,спринтьори,sprintyori,спринтьори,
1,старта,starta,старт,
1,официалната,ofitsialnata,официален,
1,подписа,podpisa,подпис,
1,отбелязваща,otbelyazvashta,отбелязваща,
1,състезанието,sastezanieto,състезание,
1,благородно,blagorodno,благороден,
1,обмислим,obmislim,обмислим,
1,кажете,kazhete,кажа,
1,Пълновременните,Palnovremennite,пълновременните,
1,поуталожат,poutalozhat,поуталожат,
1,по-прости,po-prosti,по-прост,
1,осъществявано,osashtestvyavano,осъществявано,
1,лесноразбираеми,lesnorazbiraemi,лесноразбираеми,
1,напрежението,naprezhenieto,напрежение,
1,вдъхновявани,vdahnovyavani,вдъхновявани,
1,многобройните,mnogobroynite,многоброен,
1,хуманитарните,humanitarnite,хуманитарен,
1,проявени,proyaveni,проявени,
1,опитите,opitite,опит,
1,отхвърлените,othvarlenite,отхвърлените,
1,принудените,prinudenite,принудя,
1,отделените,otdelenite,отделените,
1,репортаж,reportazh,репортаж,
1,Полша,Polsha,Полша,
1,отчаяните,otchayanite,отчаяните,
1,бягащи,byagashti,бягам,
1,оставили,ostavili,оставя,
1,перон,peron,перон,
1,ж.п,zh.p,ж.п,
1,гара,gara,гара,
1,окомплектовани,okomplektovani,окомплектовани,
1,колички,kolichki,количка,
1,подредени,podredeni,подреден,
1,чакащи,chakashti,чакам,
1,пресичането,presichaneto,пресичането,
1,границата,granitsata,граница,
1,влака,vlaka,влак,
1,безкористно,bezkoristno,безкористно,
1,другиму,drugimu,другиму,
1,тегобите,tegobite,тегоба,
1,Христовия,Hristoviya,христовия,
1,изречем,izrechem,изрека,
1,красноречиво,krasnorechivo,красноречив,
1,пречистващия,prechistvashtiya,пречистващия,
1,виждат,vizhdat,виждам,
1,прославят,proslavyat,прославят,
1,реагират,reagirat,реагират,
1,славните,slavnite,славен,
1,променящи,promenyashti,променящи,
1,месеци,mesetsi,месец,
1,Тайланд,Tayland,Тайланд,
1,усетил,usetil,усетя,
1,публикации,publikatsii,публикация,
1,твърди,tvardi,твърд,
1,докоснат,dokosnat,докоснат,
1,отговорил,otgovoril,отговорил,
1,тайски,tayski,тайски,
1,уредил,uredil,уредя,
1,екземпляр,ekzemplyar,екземпляр,
1,занесен,zanesen,занеса,
1,включвал,vklyuchval,включвал,
1,виртуалните,virtualnite,виртуалните,
1,споделял,spodelyal,споделял,
1,търсейки,tarseyki,търся,
1,оръдия,oradiya,оръдия,
1,обикновен,obiknoven,обикновен,
1,филми,filmi,филм,
1,храна,hrana,храна,
1,изкуство,izkustvo,изкуство,
1,вдъхновяващи,vdahnovyavashti,вдъхновяващи,
1,цитати,tsitati,цитат,
1,списъка,spisaka,списък,
1,добавим,dobavim,добавим,
1,почивните,pochivnite,почивен,
1,колебайте,kolebayte,колебайте,
1,застанали,zastanali,застана,
1,пели,peli,пея,
1,групата,grupata,група,
1,отделяли,otdelyali,отделяли,
1,старчески,starcheski,старчески,
1,записват,zapisvat,записвам,
1,продадем,prodadem,прода́м,
1,нечии,nechii,нечий,
1,неправилни,nepravilni,неправилен,
1,разбирания,razbiraniya,разбирам,
1,шериф,sherif,шериф,
1,новообърната,novoobarnata,новообърната,
1,Еквадор,Ekvador,еквадор,
1,Радостта,Radostta,радост,
1,растяла,rastyala,растяла,
1,нейни,neyni,не́ин,
1,свързвала,svarzvala,свързвала,
1,поканила,pokanila,поканила,
1,канила,kanila,канила,
1,вкусят,vkusyat,вкусят,
1,причастие,prichastie,причастие,
1,онлайн,onlayn,онлайн,
1,видео,video,видео,
1,обяснено,obyasneno,обясня,
1,вижте,vizhte,видя,
1,прочетат,prochetat,прочета,
1,посетят,posetyat,посетя,
1,отворените,otvorenite,отворя,
1,освещаване,osveshtavane,освещаване,
1,насочена,nasochena,насочен,
1,навътре,navatre,навътре,
1,дигитално,digitalno,дигитално,
1,въздигащи,vazdigashti,въздигащи,
1,счетете,schetete,счетете,
1,споделяне,spodelyane,споделяне,
1,откликваме,otklikvame,откликваме,
1,работата,rabotata,работа,
1,говорихме,govorihme,говоря,
1,обмислите,obmislite,обмислите,
1,каните,kanite,кана,
1,вслушвате,vslushvate,вслушвате,
1,увещавам,uveshtavam,увещавам,
1,следващото,sledvashtoto,следващ,
1,писмо,pismo,писмо,
1,официално,ofitsialno,официален,
1,естествена,estestvena,естествен,
1,автоматичен,avtomatichen,автоматичен,
1,непринуден,neprinuden,непринуден,
1,поръчението,porachenieto,поръчението,
1,завръщането,zavrashtaneto,завръщане,
1,Месия,Mesiya,месия,
1,домашна,domashna,домашна,
1,Гледах,Gledah,гледам,
1,спортно,sportno,спортно,
1,телевизията,televiziyata,телевизия,
1,спорт,sport,спорт,
1,намираше,namirashe,намирам,
1,табела,tabela,табела,
1,надпис,nadpis,надпис,
1,Хареса,Haresa,харесам,
1,плътта,platta,плът,
1,всеобхватна,vseobhvatna,всеобхватен,
1,схема,shema,схема,
1,случаен,sluchaen,случаен,
1,ориентиран,orientiran,ориентиран,
1,предоставен,predostaven,предоставен,
1,писания,pisaniya,писане,
1,Моисее,Moisee,моисее,
1,сине,sine,сине,
1,1:6,1:6,1:6,
1,избран,izbran,избера,
1,3:12,3:12,3:12,
1,влиятелна,vliyatelna,влиятелна,
1,възлага,vazlaga,възлагам,
1,5:1–15,5:1–15,5:1–15,
1,Особено,Osobeno,особено,
1,очарован,ocharovan,очаровам,
1,нисък,nisak,нисък,
1,качва,kachva,качвам,
1,Закхей,Zakhey,закхей,
1,слез,slez,слез,
1,19:5,19:5,19:5,
1,забравяме,zabravyame,забравям,
1,14-годишното,14-godishnoto,14-годишен,
1,горичка,gorichka,горичка,
1,Възлюбен,Vazlyuben,възлюбен,
1,слушай,slushay,слушам,
1,История,Istoriya,история,
1,1:17,1:17,1:17,
1,фокуса,fokusa,фокуса,
1,Тяхното,Tyahnoto,тяхно,
1,Изучавайки,Izuchavayki,изучавайки,
1,убеждавам,ubezhdavam,убеждавам,
1,най-ясно,nay-yasno,ясен,
1,изложени,izlozheni,изложени,
1,следваща,sledvashta,следващ,
1,ангажират,angazhirat,ангажират,
1,изучавахме,izuchavahme,изучавахме,
1,любимият,lyubimiyat,любим,
1,Още,Oshte,още,
1,облагодетелстван,oblagodetelstvan,облагодетелстван,
1,подложен,podlozhen,подложа,
1,трогнати,trognati,трогнати,
1,наподобява,napodobyava,наподобявам,
1,причиняват,prichinyavat,причинявам,
1,по-лоша,po-losha,по-лош,
1,дадем,dadem,дам,
1,истинският,istinskiyat,истински,
1,разказ,razkaz,разказ,
1,брата,brata,брата,
1,предаден,predaden,предам,
1,убеждава,ubezhdava,убеждавам,
1,убиват,ubivat,убивам,
1,продадат,prodadat,продам,
1,37:26–27,37:26–27,37:26–27,
1,заведат,zavedat,заведа,
1,най-малкия,nay-malkiya,най-малък,
1,Отначало,Otnachalo,отначало,
1,подложено,podlozheno,подложено,
1,изпитание,izpitanie,изпитание,
1,Младият,Mladiyat,млад,
1,обвинен,obvinen,обвиня,
1,хвърлен,hvarlen,хвърля,
1,44:33–34,44:33–34,44:33–34,
1,изпитвал,izpitval,изпитвам,
1,отношението,otnoshenieto,отношение,
1,завърнете,zavarnete,завърнете,
1,отказват,otkazvat,отказвам,
1,прекара,prekara,прекарам,
1,233,233,233,
1,посетен,poseten,посетя,
1,копнеел,kopneel,копнея,
1,по-често,po-chesto,по-често,
1,Христовите,Hristovite,христовите,
1,Вениаминовците,Veniaminovtsite,вениаминовците,
1,вслушват,vslushvat,вслушват,
1,ясния,yasniya,ясен,
1,дейно,deyno,дейно,
1,Отделните,Otdelnite,отделен,
1,проявяват,proyavyavat,проявявам,
1,Младежи,Mladezhi,младеж,
1,разказът,razkazat,разказът,
1,Словата,Slovata,слово,
1,Старият,Stariyat,стар,
1,нежни,nezhni,нежен,
1,милости,milosti,милости,
1,отличителната,otlichitelnata,отличителен,
1,черта,cherta,черта,
1,изразът,izrazat,изразът,
1,избраното,izbranoto,избера,
1,подробност,podrobnost,подробност,
1,незначителна,neznachitelna,незначителен,
1,израснал,izrasnal,израснал,
1,грубост,grubost,грубост,
1,нетолерантност,netolerantnost,нетолерантност,
1,посещавал,poseshtaval,посещавам,
1,военна,voenna,военен,
1,база,baza,база,
1,Германия,Germaniya,Германия,
1,излъчвали,izlachvali,излъчвали,
1,поканен,pokanen,поканя,
1,следващата,sledvashtata,следващ,
1,слизал,slizal,слизам,
1,автобуса,avtobusa,автобус,
1,бели,beli,беля,
1,ризи,rizi,риза,
1,вратовръзки,vratovrazki,вратовръзка,
1,старейшини,stareyshini,старейшини,
1,последвал,posledval,последвал,
1,проповедник,propovednik,проповедник,
1,посочвал,posochval,посочвал,
1,канил,kanil,каня,
1,барабанист,barabanist,барабанист,
1,удрял,udryal,удрял,
1,барабан,baraban,барабан,
1,възкликвала,vazklikvala,възкликвала,
1,Амин,Amin,амин,
1,проповедникът,propovednikat,проповедникът,
1,посочил,posochil,посочил,
1,изправил,izpravil,изправя,
1,Нямало,Nyamalo,нямам,
1,възгласи,vazglasi,възгласи,
1,грешната,greshnata,грешната,
1,непознат,nepoznat,непознат,
1,спасихте,spasihte,спася,
1,потърси,potarsi,потърся,
1,възгласите,vazglasite,възгласите,
1,преживели,prezhiveli,преживея,
1,предназначен,prednaznachen,предназнача,
1,свещена,sveshtena,свещен,
1,объркан,obarkan,объркам,
1,смирените,smirenite,смирените,
1,очаквали,ochakvali,очаквам,
1,съзрем,sazrem,съзра,
1,замисъла,zamisala,замисъла,
1,58:3,58:3,58:3,
1,сещаме,seshtame,сещаме,
1,11:17,11:17,11:17,
1,неделна,nedelna,неделна,
1,съвети,saveti,съвет,
1,насоки,nasoki,насока,
1,огньове,ognyove,огън,
1,земетресения,zemetreseniya,земетресение,
1,мерзости,merzosti,мерзости,
1,мор,mor,мор,
1,трусове,trusove,трусове,
1,общности,obshtnosti,общност,
1,бич,bich,бич,
1,засягащ,zasyagasht,засягащ,
1,атакуването,atakuvaneto,атакуването,
1,разпростиращо,razprostirashto,разпростирам,
1,премахне,premahne,премахна,
1,площадите,ploshtadite,площадите,
1,училищата,uchilishtata,училище,
1,гражданските,grazhdanskite,гражданските,
1,Противниците,Protivnitsite,противница,
1,налагат,nalagat,налагам,
1,съкровените,sakrovenite,съкровен,
1,критикуват,kritikuvat,критикуват,
1,осмиват,osmivat,осмиват,
1,свързаните,svarzanite,свързаните,
1,традиции,traditsii,традиция,
1,Такова,Takova,таковам,
1,изолира,izolira,изолира,
1,омаловажава,omalovazhava,омаловажава,
1,честността,chestnostta,честността,
1,уважението,uvazhenieto,уважението,
1,духовността,duhovnostta,духовността,
1,покоя,pokoya,покоя,
1,религиозните,religioznite,религиозен,
1,решава,reshava,решавам,
1,Усилията,Usiliyata,усилие,
1,страдали,stradali,страдам,
1,Членовете,Chlenovete,член,
1,търсещи,tarseshti,търся,
1,Противопоставяне,Protivopostavyane,противопоставяне,
1,причинявали,prichinyavali,причинявам,
1,Посред,Posred,посред,
1,смута,smuta,смута,
1,1942,1942,1942,
1,публикува,publikuva,публикувам,
1,разрастващата,razrastvashtata,разраствам,
1,претендираме,pretendirame,претендираме,
1,диктува,diktuva,диктувам,
1,съвест,savest,съвест,
1,поощрява,pooshtryava,поощрява,
1,заявя,zayavya,заявя,
1,умра,umra,умра,
1,презвитерианин,prezviterianin,презвитерианин,
1,баптист,baptist,баптист,
1,погазил,pogazil,погазил,
1,погази,pogazi,погази,
1,римо-католиците,rimo-katolitsite,римо-католиците,
1,непопулярна,nepopulyarna,непопулярна,
1,защити,zashtiti,защита,
1,гражданска,grazhdanska,граждански,
1,прогонени,progoneni,прогоня,
1,километри,kilometri,километър,
1,губернаторът,gubernatorat,губернаторът,
1,издава,izdava,издавам,
1,третирани,tretirani,третирам,
1,унищожени,unishtozheni,унищожа,
1,изгонени,izgoneni,изгонени,
1,бягат,byagat,бягам,
1,Илинойс,Ilinoys,илинойс,
1,Тълпа,Talpa,тълпа,
1,убива,ubiva,убивам,
1,разпръснат,razprasnat,разпръснат,
1,принудени,prinudeni,принуден,
1,избягат,izbyagat,избягат,
1,"1,300","1,300","1,300",
1,мили,mili,мил,
1,100,100,100,
1,километра,kilometra,километра,
1,щатът,shtatat,щат,
1,Юта7,Yuta7,юта7,
1,ранни,ranni,ранен,
1,пионери-заселници,pioneri-zaselnitsi,пионери-заселници,
1,сурово,surovo,суров,
1,неотклонно,neotklonno,неотклонен,
1,разраствала,razrastvala,разраствала,
1,достигайки,dostigayki,достигам,
1,Съедините,Saedinite,съедините,
1,щати8,shtati8,щати8,
1,отбеляза,otbelyaza,отбележа,
1,200-годишнината,200-godishninata,200-годишнина,
1,Тържествено,Tarzhestveno,тържествен,
1,Вярваме,Vyarvame,вярвам,
1,справедливо,spravedlivo,справедлив,
1,черен,cheren,черен,
1,роб,rob,роб,
1,свободен,svoboden,свободен,
1,поставяйки,postavyayki,поставям,
1,всичкия,vsichkiya,всичкия,
1,синагога,sinagoga,синагога,
1,джамия,dzhamiya,джамия,
1,барака,baraka,барака,
1,ламаринен,lamarinen,ламаринен,
1,покрив,pokriv,покрив,
1,сходно,shodno,сходен,
1,посвещение,posveshtenie,посвещение,
1,съвършеният,savarsheniyat,съвършен,
1,бедните13,bednite13,бедните13,
1,болните14,bolnite14,болните14,
1,слепите15,slepite15,слепите15,
1,нахранва,nahranva,нахранва,
1,гладните16,gladnite16,гладните16,
1,прегръща,pregrashta,прегръщам,
1,деца17,detsa17,деца17,
1,постъпват,postapvat,постъпвам,
1,разпъват18,razpavat18,разпъват18,
1,описано,opisano,описан,
1,обикаля,obikalya,обикалям,
1,религии,religii,религии,
1,пазим,pazim,пазя,
1,замълчим,zamalchim,замълчим,
1,представлявах,predstavlyavah,представлявах,
1,годишен,godishen,годишен,
1,форум,forum,форум,
1,вероизповеданията,veroizpovedaniyata,вероизповедание,
1,Г-20,G-20,г-20,
1,Италия,Italiya,Италия,
1,насърчен,nasarchen,насърчен,
1,укрепен,ukrepen,укрепен,
1,държавни,darzhavni,държавен,
1,преодолявани,preodolyavani,преодолявани,
1,изцелявани,iztselyavani,изцелявани,
1,Великият,Velikiyat,велик,
1,интересно,interesno,интересен,
1,Предишните,Predishnite,предишен,
1,говорители,govoriteli,говорители,
1,завършиха,zavarshiha,завърша,
1,традиционен,traditsionen,традиционен,
1,завърша,zavarsha,завърша,
1,Спомних,Spomnih,спомня,
1,направих,napravih,направя,
1,осъзнавам,osaznavam,осъзнавам,
1,изразя,izrazya,изразя,
1,Религията,Religiyata,религия,
1,пространство,prostranstvo,пространство,
1,процъфтява,protsaftyava,процъфтявам,
1,героични,geroichni,героичен,
1,Древният,Drevniyat,древният,
1,тикун,tikun,тикун,
1,олам,olam,олам,
1,въплъщава,vaplashtava,въплъщава,
1,Работили,Rabotili,работя,
1,католическа,katolicheska,католическа,
1,благотворителна,blagotvoritelna,благотворителна,
1,известна,izvestna,известен,
1,Каритас,Karitas,каритас,
1,Интернешъналис,Interneshanalis,интернешъналис,
1,ислямската,islyamskata,ислямската,
1,хиндуистки,hinduistki,хиндуистки,
1,будистки,budistki,будистки,
1,сикхски,sikhski,сикхски,
1,християнски,hristiyanski,християнски,
1,Армията,Armiyata,армия,
1,Националната,Natsionalnata,национален,
1,християнска,hristiyanska,християнска,
1,фондация,fondatsiya,фондация,
1,отскоро,otskoro,отскоро,
1,палатки,palatki,палатки,
1,спални,spalni,спални,
1,хранителни,hranitelni,хранителен,
1,запаси20,zapasi20,запаси20,
1,ваксини,vaksini,ваксина,
1,полиомиелит21,poliomielit21,полиомиелит21,
1,COVID22,COVID22,covid22,
1,Списъкът,Spisakat,списък,
1,нуждите,nuzhdite,нужда,
1,забелязва,zabelyazva,забелязвам,
1,тихо,tiho,тихо,
1,Мисля,Mislya,мисля,
1,Наин,Nain,наин,
1,придружен,pridruzhen,придружен,
1,погребалната,pogrebalnata,погребалната,
1,процесия,protsesiya,процесия,
1,единствения,edinstveniya,единствен,
1,предстои,predstoi,предстоя,
1,емоционална,emotsionalna,емоционална,
1,финансова,finansova,финансов,
1,гибел,gibel,гибел,
1,Виждайки,Vizhdayki,виждам,
1,следите,sledite,следа,
1,Недей,Nedey,недей,
1,плачеш,plachesh,плача,
1,допира,dopira,допирам,
1,носилката,nosilkata,носилка,
1,процесията,protsesiyata,процесията,
1,Момче,Momche,момче,
1,мъртвият,martviyat,мъртъв,
1,повдигна,povdigna,повдигна,
1,Вдигането,Vdiganeto,вдигането,
1,мъртвите,martvite,мъртъв,
1,заветният,zavetniyat,заветният,
1,нас25,nas25,нас25,
1,четвърто,chetvarto,четвърти,
1,сплотяваща,splotyavashta,сплотяваща,
1,стандарти,standarti,стандарт,
1,Новия,Noviya,нов,
1,отвръщат,otvrashtat,отвръщат,
1,роптаят,roptayat,роптаят,
1,Тежко,Tezhko,тежко,
1,слуша,slusha,слушам,
1,оплакване,oplakvane,оплакване,
1,премахнат,premahnat,премахна,
1,обсъжданията,obsazhdaniyata,обсъ́ждам,
1,влиянията,vliyaniyata,влиянията,
1,характера,haraktera,характер,
1,преодоляването,preodolyavaneto,преодоляването,
1,честност,chestnost,честност,
1,забравените,zabravenite,забравя,
1,подтисканите,podtiskanite,подтисканите,
1,отплата,otplata,отплата,
1,модерните,modernite,модерен,
1,откликне,otklikne,откликне,
1,Иди,Idi,ида,
1,отстоявате,otstoyavate,отстоявате,
1,дадения,dadeniya,даден,
1,внася,vnasya,внасям,
1,баланс,balans,баланс,
1,борещите,boreshtite,борещите,
1,Доброто,Dobroto,добро,
1,нейният,neyniyat,неин,
1,умножават,umnozhavat,умножават,
1,изразяваме,izrazyavame,изразяваме,
1,вярвани,vyarvani,вярвани,
1,разпънат,razpanat,разпъна,
1,кръст,krast,кръст,
1,възкръсна,vazkrasna,възкръсна,
1,третия,tretiya,трети,
1,ден28,den28,ден28,
1,възприемано,vazpriemano,възприемано,
1,Осъзнал,Osaznal,осъзная,
1,практикували,praktikuvali,практикували,
1,детските,detskite,детски,
1,Най-добре,Nay-dobre,добре́,
1,страхотен,strahoten,страхотен,
1,случай,sluchay,случай,
1,Вани,Vani,вана,
1,Абижан,Abizhan,абижан,
1,Кот,Kot,кот,
1,д,d,д,
1,Ивоар,Ivoar,ивоар,
1,шест,shest,шест,
1,единадесет,edinadeset,единадесет,
1,издържал,izdarzhal,издържал,
1,натъжен,natazhen,натъжен,
1,насърчаван,nasarchavan,насърчаван,
1,подпомаган,podpomagan,подпомаган,
1,Завършил,Zavarshil,завърша,
1,средно,sredno,среден,
1,Гана,Gana,Гана,
1,Кейп,Keyp,кейп,
1,Коуст,Koust,коуст,
1,следвал,sledval,следвал,
1,завършил,zavarshil,завърша,
1,диплома,diploma,диплома,
1,счетоводство,schetovodstvo,счетоводство,
1,финанси,finansi,финанси,
1,сфера,sfera,сфера,
1,областта,oblastta,област,
1,Започнал,Zapochnal,започна,
1,сервитьор,servityor,сервитьор,
1,петзвезден,petzvezden,петзвезден,
1,подтикнало,podtiknalo,подтикна,
1,двуезичен,dvuezichen,двуезичен,
1,рецепционист,retseptsionist,рецепционист,
1,отворил,otvoril,отворя,
1,нает,naet,наема,
1,администратор-рецепция,administrator-retseptsiya,администратор-рецепция,
1,записал,zapisal,запиша,
1,BYU–Pathway,BYU–Pathway,byu–pathway,
1,Worldwide,Worldwide,worldwide,
1,сертификат,sertifikat,сертификат,
1,специалност,spetsialnost,специалност,
1,Управление,Upravlenie,управление,
1,хотелиерството,hotelierstvoto,хотелиерството,
1,управител,upravitel,управител,
1,луксозен,luksozen,луксозен,
1,висшия,visshiya,висш,
1,дефинирано,definirano,дефинирано,
1,решимостта,reshimostta,решимостта,
1,Стремежът,Stremezhat,стремеж,
1,спасителните,spasitelnite,спасителен,
1,възвисяващи,vazvisyavashti,възвисяващи,
1,физическото,fizicheskoto,физически,
1,емоционалното,emotsionalnoto,емоционалното,
1,подготвени2,podgotveni2,подготвени2,
1,приживе,prizhive,приживе,
1,траещ,traesht,тра́я,
1,приключва,priklyuchva,приключвам,
1,продължаващ,prodalzhavasht,продължавам,
1,ежедневен,ezhedneven,ежедневен,
1,уникални,unikalni,уникален,
1,препоръчана,preporachana,препоръчам,
1,Ръководство,Rakovodstvo,ръководство,
1,учел,uchel,уча,
1,израствал,izrastval,израствал,
1,напредваше,napredvashe,напредвам,
1,2:52,2:52,2:52,
1,ученето,ucheneto,уча,
1,интелектуален,intelektualen,интелектуален,
1,Второзаконие,Vtorozakonie,второзаконие,
1,6:6–7,6:6–7,6:6–7,
1,заповядвам,zapovyadvam,заповядвам,
1,учиш,uchish,уча,
1,прилежно,prilezhno,прилежно,
1,говориш,govorish,говоря,
1,седиш,sedish,седя,
1,лягаш,lyagash,лягам,
1,ставаш,stavash,ставам,
1,Преподаваме,Prepodavame,преподаваме,
1,преподавани,prepodavani,преподавани,
1,Споменах,Spomenah,спомена,
1,Важно,Vazhno,важен,
1,съветват,savetvat,съветвам,
1,внучката,vnuchkata,внучката,
1,мотивирана,motivirana,мотивирана,
1,израства,izrastva,израства,
1,всекидневните,vsekidnevnite,всекидневен,
1,провеждащи,provezhdashti,провеждам,
1,заинтересува,zainteresuva,заинтересувам,
1,чу,chu,чуя,
1,коментари,komentari,коментар,
1,събужда,sabuzhda,събуждам,
1,уроците,urotsite,урок,
1,видеоконференция,videokonferentsiya,видеоконференция,
1,уреченото,urechenoto,уреченото,
1,6:20,6:20,6:20,
1,развила,razvila,развия,
1,гости,gosti,гост,
1,станала,stanala,стана,
1,по-уверена,po-uverena,по-уверена,
1,видимо,vidimo,видим,
1,Напълно,Napalno,напълно,
1,отдадените,otdadenite,отдадените,
1,проект,proekt,проект,
1,Майките,Maykite,майка,
1,майките,maykite,майка,
1,задължени,zadalzheni,задължа,
1,равностойни,ravnostoyni,равностоен,
1,партньори,partnyori,партньор,
1,Роднините,Rodninite,роднините,
1,Западна,Zapadna,западен,
1,справя,spravya,справя,
1,океана,okeana,океан,
1,Чете,Chete,чета,
1,по-малките,po-malkite,по-малко,
1,по-големите,po-golemite,голям,
1,внучки,vnuchki,внучки,
1,наука,nauka,наука,
1,Пуерто,Puerto,пуерто,
1,Рико,Riko,рико,
1,Символът,Simvolat,символ,
1,разстоянието,razstoyanieto,разстояние,
1,свързаност,svarzanost,свързаност,
1,подрастващото,podrastvashtoto,подрастващото,
1,присъединявам,prisaedinyavam,присъединявам,
1,внучета,vnucheta,внучета,
1,глезим,glezim,глезим,
1,разсмиваме,razsmivame,разсмиваме,
1,Би,Bi,бия,
1,сходства,shodstva,сходства,
1,развиването,razvivaneto,развиването,
1,Четирите,Chetirite,четири,
1,сходни,shodni,сходен,
1,Физическо,Fizichesko,физически,
1,Образованието,Obrazovanieto,образование,
1,трудовата,trudovata,трудов,
1,заетост,zaetost,заетост,
1,материалната,materialnata,материален,
1,подготвеност,podgotvenost,подготвеност,
1,интелектуалния,intelektualniya,интелектуалния,
1,104:15–16,104:15–16,104:15–16,
1,обезпечавам,obezpechavam,обезпечавам,
1,вършено,varsheno,вършено,
1,повелил,povelil,повелил,
1,обезпеча,obezpecha,обезпеча,
1,Бедните,Bednite,беден,
1,издигнати,izdignati,издигнат,
1,богатите,bogatite,богат,
1,снишени,snisheni,снишени,
1,Оценявам,Otsenyavam,оценявам,
1,проправяте,propravyate,проправяте,
1,товари,tovari,товар,
1,Други,Drugi,друг,
1,разиграват,razigravat,разиграват,
1,световната,svetovnata,световен,
1,сцена,stsena,сцена,
1,Въоръженият,Vaorazheniyat,въоръжа,
1,Бил,Bil,бия,
1,Украйна,Ukrayna,Украйна,
1,Русия,Rusiya,Русия,
1,езиците,ezitsite,език,
1,Плача,Placha,плача,
